,userId,night_inputDt,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,date,sleep,inputDt,sleepProblem,dream,amCondition,amEmotion,total_CaffAmount
0,14,2018-11-12 21:47,3.0,2.0,1.0,4.0,2.0,2.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-12,3.0,2018-11-13 23:12,9.0,4.0,3.0,3.0,2.0
0,15,2018-11-01 21:32,3.0,1.0,2.0,4.0,1.0,2.0,4.0,coffee,2.0,coffee,2.0,,,2018-11-01,3.0,2018-11-02 9:32,8.0,4.0,2.0,2.0,4.0
0,15,2018-11-02 22:19,3.0,1.0,2.0,2.0,1.0,2.0,4.0,coffee,2.0,coffee,3.0,,,2018-11-02,2.0,2018-11-03 10:44,0.0,4.0,1.0,1.0,5.0
0,15,2018-11-03 22:55,3.0,1.0,2.0,4.0,2.0,3.0,4.0,coffee,2.0,coffee,3.0,beer,1.0,2018-11-03,1.0,2018-11-04 11:00,7.0,1.0,2.0,1.0,5.0
0,15,2018-11-04 23:59,2.0,2.0,2.0,1.0,2.0,2.0,,coffee,2.0,coffee,2.0,,,2018-11-04,2.0,2018-11-05 11:05,0.0,4.0,2.0,3.0,4.0
0,15,2018-11-06 23:21,3.0,3.0,2.0,1.0,2.0,2.0,,coffee,2.0,coffee,2.0,,,2018-11-06,2.0,2018-11-07 9:56,2.0,4.0,2.0,3.0,4.0
0,15,2018-11-07 23:19,3.0,2.0,2.0,2.0,1.0,2.0,,coffee,2.0,coffee,1.0,,,2018-11-07,2.0,2018-11-08 11:13,2.0,4.0,1.0,3.0,3.0
0,15,2018-11-09 23:29,3.0,3.0,2.0,1.0,2.0,2.0,,coffee,2.0,coffee,1.0,,,2018-11-09,2.0,2018-11-10 10:03,2.0,4.0,2.0,2.0,3.0
0,15,2018-11-11 0:15,3.0,3.0,2.0,2.0,1.0,2.0,,coffee,2.0,coffee,1.0,,,2018-11-11,2.0,2018-11-12 9:16,7.0,1.0,2.0,2.0,3.0
0,16,2018-11-01 23:04,3.0,1.0,2.0,4.0,3.0,2.0,4.0,coffee,1.0,coffee,2.0,,,2018-11-01,4.0,2018-11-02 12:48,1.0,4.0,2.0,1.0,3.0
0,16,2018-11-07 22:32,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,2018-11-07,3.0,2018-11-08 10:05,0.0,4.0,2.0,2.0,
0,17,2018-10-31 20:02,3.0,3.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2018-10-31,3.0,2018-11-01 8:52,3.0,1.0,2.0,2.0,
0,17,2018-11-01 20:03,3.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-01,4.0,2018-11-02 9:12,0.0,4.0,3.0,4.0,
0,17,2018-11-05 19:41,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-05,4.0,2018-11-06 9:20,5.0,4.0,3.0,3.0,
0,17,2018-11-06 21:30,3.0,3.0,2.0,4.0,3.0,3.0,4.0,,,,,wine,1.0,2018-11-06,3.0,2018-11-07 9:50,5.0,4.0,3.0,3.0,
0,18,2018-11-16 23:43,3.0,3.0,2.0,3.0,3.0,4.0,4.0,,,,,,,2018-11-16,2.0,2018-11-17 21:14,5.0,4.0,2.0,2.0,
0,18,2018-11-17 21:14,4.0,2.0,2.0,4.0,2.0,2.0,3.0,,,,,,,2018-11-17,3.0,2018-11-18 13:02,5.0,4.0,2.0,2.0,
0,18,2018-11-20 21:27,4.0,2.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2018-11-20,4.0,2018-11-21 13:15,5.0,2.0,2.0,3.0,
0,18,2018-11-23 22:18,4.0,2.0,2.0,4.0,2.0,4.0,3.0,,,,,,,2018-11-23,3.0,2018-11-24 15:02,0.0,4.0,2.0,2.0,
0,18,2018-11-24 22:21,4.0,2.0,2.0,4.0,2.0,3.0,3.0,,,,,,,2018-11-24,3.0,2018-11-25 10:43,5.0,4.0,2.0,2.0,
0,18,2018-11-27 23:14,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-27,4.0,2018-11-28 8:38,0.0,4.0,4.0,3.0,
0,19,2018-11-17 0:12,4.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-17,3.0,2018-11-18 10:13,0.0,1.0,3.0,4.0,
0,19,2018-11-19 0:40,4.0,4.0,2.0,4.0,2.0,2.0,,,,,,,,2018-11-19,3.0,2018-11-20 8:13,0.0,2.0,2.0,3.0,
0,19,2018-11-20 21:25,3.0,2.0,2.0,4.0,3.0,3.0,,,,,,,,2018-11-20,3.0,2018-11-21 8:21,5.0,2.0,2.0,3.0,
0,19,2018-11-22 2:07,3.0,2.0,2.0,3.0,3.0,,,,,,,,,2018-11-22,2.0,2018-11-23 11:11,0.0,2.0,2.0,2.0,
0,19,2018-11-24 23:42,3.0,2.0,2.0,4.0,3.0,3.0,3.0,,,,,soju,1.0,2018-11-24,1.0,2018-11-25 8:58,3.0,2.0,3.0,3.0,
0,19,2018-11-26 22:16,3.0,1.0,2.0,3.0,3.0,3.0,,,,,,,,2018-11-26,3.0,2018-11-27 7:56,5.0,2.0,2.0,3.0,
0,19,2018-11-27 20:14,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-27,4.0,2018-11-28 8:37,5.0,1.0,4.0,1.0,
0,20,2018-11-15 23:53,3.0,3.0,2.0,4.0,2.0,2.0,2.0,coffee,3.0,,,,,2018-11-15,2.0,2018-11-16 10:24,1.0,4.0,2.0,2.0,
0,20,2018-11-17 23:13,5.0,4.0,1.0,2.0,4.0,3.0,2.0,coffee,1.0,,,beer,3.0,2018-11-17,1.0,2018-11-18 12:07,0.0,2.0,2.0,2.0,
0,20,2018-11-22 22:57,4.0,4.0,2.0,3.0,2.0,2.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-22,5.0,2018-11-23 10:18,3.0,3.0,4.0,4.0,2.0
0,20,2018-11-26 23:37,3.0,3.0,2.0,4.0,2.0,2.0,4.0,,,coffee,2.0,,,2018-11-26,2.0,2018-11-27 10:02,1.0,2.0,2.0,3.0,
0,20,2018-11-27 23:31,4.0,4.0,2.0,2.0,2.0,2.0,2.0,coffee,1.0,coffee,1.0,,,2018-11-27,4.0,2018-11-28 10:12,1.0,2.0,3.0,4.0,2.0
0,21,2018-11-16 21:24,4.0,3.0,1.0,1.0,2.0,4.0,4.0,coffee,1.0,,,,,2018-11-16,4.0,2018-11-17 8:01,0.0,4.0,2.0,2.0,
0,21,2018-11-18 21:35,3.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,2018-11-18,4.0,2018-11-19 11:31,0.0,4.0,4.0,4.0,
0,21,2018-11-19 22:46,5.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-19,5.0,2018-11-20 8:02,0.0,4.0,2.0,4.0,
0,21,2018-11-21 21:36,4.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-21,4.0,2018-11-22 11:12,0.0,4.0,4.0,5.0,
0,21,2018-11-24 22:14,4.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-24,2.0,2018-11-25 6:25,0.0,4.0,1.0,3.0,
0,21,2018-11-25 21:31,3.0,5.0,2.0,3.0,1.0,3.0,,,,,,soju,1.0,2018-11-25,4.0,2018-11-26 11:40,0.0,4.0,3.0,4.0,
0,21,2018-11-26 23:31,3.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-26,4.0,2018-11-27 7:05,0.0,4.0,3.0,4.0,
0,22,2018-11-15 21:49,3.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,2018-11-15,3.0,2018-11-16 9:14,5.0,4.0,3.0,4.0,
0,22,2018-11-16 21:42,3.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,2018-11-16,3.0,2018-11-17 7:35,2.0,4.0,3.0,3.0,
0,22,2018-11-17 22:02,3.0,1.0,1.0,2.0,2.0,2.0,4.0,,,,,,,2018-11-17,3.0,2018-11-18 9:40,3.0,4.0,2.0,3.0,
0,22,2018-11-19 22:13,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-19,2.0,2018-11-20 9:07,9.0,4.0,2.0,3.0,
0,22,2018-11-20 21:57,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-20,3.0,2018-11-21 9:17,2.0,4.0,3.0,3.0,
0,22,2018-11-21 21:59,3.0,3.0,2.0,2.0,2.0,2.0,,,,coffee,1.0,,,2018-11-21,3.0,2018-11-22 8:59,2.0,4.0,3.0,3.0,
0,22,2018-11-22 21:24,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,2018-11-22,2.0,2018-11-23 8:29,5.0,4.0,1.0,1.0,
0,22,2018-11-23 21:07,3.0,2.0,2.0,2.0,4.0,2.0,,,,,,,,2018-11-23,4.0,2018-11-24 9:29,0.0,4.0,4.0,4.0,
0,22,2018-11-24 22:09,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-24,3.0,2018-11-25 9:29,0.0,4.0,3.0,3.0,
0,22,2018-11-25 21:48,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-25,3.0,2018-11-26 9:22,0.0,4.0,3.0,3.0,
0,22,2018-11-26 21:42,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-26,3.0,2018-11-27 7:16,1.0,4.0,3.0,3.0,
0,22,2018-11-27 21:23,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-27,3.0,2018-11-28 9:05,1.0,4.0,3.0,3.0,
0,23,2018-11-15 21:54,4.0,2.0,2.0,2.0,3.0,3.0,,,,,,soju,1.0,2018-11-15,3.0,2018-11-16 8:23,0.0,4.0,3.0,3.0,
0,23,2018-11-16 21:37,2.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-16,4.0,2018-11-17 10:27,0.0,4.0,2.0,4.0,
0,23,2018-11-17 23:24,3.0,5.0,2.0,4.0,2.0,3.0,3.0,,,,,,,2018-11-17,2.0,2018-11-18 8:32,0.0,4.0,2.0,2.0,
0,23,2018-11-18 22:49,3.0,3.0,2.0,2.0,2.0,3.0,,,,,,,,2018-11-18,3.0,2018-11-19 8:29,7.0,2.0,2.0,3.0,
0,23,2018-11-19 20:50,3.0,3.0,2.0,4.0,1.0,3.0,,,,,,,,2018-11-19,2.0,2018-11-20 12:11,0.0,4.0,1.0,2.0,
0,23,2018-11-20 19:58,3.0,2.0,2.0,4.0,2.0,3.0,,,,,,,,2018-11-20,5.0,2018-11-21 8:28,0.0,2.0,4.0,4.0,
0,23,2018-11-23 20:30,3.0,4.0,2.0,4.0,2.0,3.0,,,,,,,,2018-11-23,5.0,2018-11-24 11:39,0.0,4.0,4.0,5.0,
0,23,2018-11-24 23:55,4.0,4.0,2.0,4.0,3.0,3.0,,,,,,,,2018-11-24,4.0,2018-11-25 11:50,0.0,4.0,4.0,4.0,
0,23,2018-11-25 21:07,4.0,4.0,2.0,4.0,3.0,3.0,,,,,,soju,2.0,2018-11-25,3.0,2018-11-26 8:34,0.0,4.0,2.0,3.0,
0,23,2018-11-26 21:36,4.0,4.0,2.0,4.0,3.0,3.0,,,,,,,,2018-11-26,2.0,2018-11-27 8:19,0.0,4.0,2.0,3.0,
0,23,2018-11-27 21:42,4.0,4.0,2.0,,3.0,3.0,,,,,,,,2018-11-27,2.0,2018-11-28 13:57,0.0,4.0,2.0,2.0,
0,24,2018-11-17 23:23,4.0,5.0,2.0,4.0,4.0,2.0,4.0,,,,,,,2018-11-17,5.0,2018-11-18 15:23,0.0,2.0,5.0,5.0,
0,24,2018-11-18 23:49,4.0,3.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2018-11-18,1.0,2018-11-19 12:21,1.0,2.0,2.0,2.0,
0,24,2018-11-19 23:11,4.0,4.0,2.0,4.0,1.0,2.0,2.0,tea,3.0,,,,,2018-11-19,3.0,2018-11-20 8:46,0.0,4.0,3.0,3.0,
0,24,2018-11-20 23:15,3.0,3.0,,4.0,3.0,2.0,4.0,tea,3.0,tea,2.0,,,2018-11-20,3.0,2018-11-21 9:56,5.0,4.0,4.0,3.0,5.0
0,24,2018-11-21 23:13,3.0,1.0,2.0,4.0,3.0,2.0,4.0,,,coffee,1.0,,,2018-11-21,3.0,2018-11-22 8:51,5.0,4.0,3.0,4.0,
0,24,2018-11-22 23:20,4.0,4.0,,4.0,3.0,3.0,4.0,tea,2.0,tea,2.0,,,2018-11-22,4.0,2018-11-23 9:16,5.0,3.0,4.0,4.0,4.0
0,24,2018-11-23 22:48,5.0,4.0,2.0,4.0,2.0,1.0,4.0,tea,3.0,tea,3.0,,,2018-11-23,4.0,2018-11-24 12:44,0.0,4.0,4.0,4.0,6.0
0,24,2018-11-24 23:55,3.0,3.0,,4.0,4.0,4.0,3.0,,,,,,,2018-11-24,4.0,2018-11-25 13:48,1.0,4.0,4.0,3.0,
0,24,2018-11-25 23:57,4.0,4.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2018-11-25,4.0,2018-11-26 8:49,0.0,4.0,3.0,3.0,
0,24,2018-11-26 22:46,4.0,4.0,2.0,4.0,3.0,2.0,4.0,tea,3.0,coffee,1.0,,,2018-11-26,3.0,2018-11-27 11:23,0.0,4.0,2.0,1.0,4.0
0,24,2018-11-27 23:41,4.0,5.0,2.0,4.0,1.0,2.0,3.0,coffee,1.0,,,soju,2.0,2018-11-27,3.0,2018-11-28 8:48,1.0,4.0,3.0,3.0,
0,25,2018-11-15 23:22,4.0,4.0,2.0,3.0,3.0,3.0,3.0,coffee,1.0,coffee,1.0,,,2018-11-15,3.0,2018-11-16 8:08,0.0,4.0,2.0,2.0,2.0
0,25,2018-11-17 0:17,4.0,4.0,2.0,3.0,3.0,3.0,,,,coffee,1.0,,,2018-11-17,3.0,2018-11-18 10:07,0.0,4.0,2.0,2.0,
0,25,2018-11-18 22:49,2.0,2.0,2.0,3.0,2.0,3.0,,,,,,,,2018-11-18,3.0,2018-11-19 9:14,0.0,4.0,2.0,2.0,
0,25,2018-11-20 0:39,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,soju,1.0,2018-11-20,3.0,2018-11-21 12:01,0.0,4.0,4.0,4.0,
0,25,2018-11-22 23:22,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2018-11-22,3.0,2018-11-23 9:09,0.0,4.0,2.0,4.0,
0,25,2018-11-24 23:39,3.0,3.0,1.0,3.0,3.0,1.0,3.0,,,coffee,1.0,soju&beer,1.0,2018-11-24,3.0,2018-11-25 11:49,0.0,4.0,3.0,3.0,
0,25,2018-11-25 23:12,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2018-11-25,3.0,2018-11-26 9:12,0.0,4.0,3.0,3.0,
0,25,2018-11-26 22:02,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2018-11-26,3.0,2018-11-27 8:44,0.0,4.0,3.0,3.0,
0,25,2018-11-27 21:26,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2018-11-27,3.0,2018-11-28 15:34,0.0,4.0,3.0,3.0,
0,26,2018-11-15 22:17,2.0,3.0,2.0,1.0,2.0,3.0,3.0,,,,,soju,3.0,2018-11-15,1.0,2018-11-16 5:24,9.0,4.0,3.0,3.0,
0,26,2018-11-16 20:19,3.0,2.0,1.0,4.0,3.0,3.0,2.0,,,,,soju,2.0,2018-11-16,2.0,2018-11-17 11:04,3.0,4.0,2.0,2.0,
0,26,2018-11-17 23:00,3.0,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,,2018-11-17,1.0,2018-11-18 6:30,0.0,4.0,3.0,2.0,
0,26,2018-11-18 19:51,4.0,4.0,2.0,4.0,2.0,3.0,,,,,,,,2018-11-18,4.0,2018-11-19 12:04,0.0,2.0,4.0,4.0,
0,26,2018-11-19 22:11,4.0,3.0,2.0,4.0,3.0,3.0,2.0,,,,,,,2018-11-19,5.0,2018-11-20 10:10,0.0,4.0,5.0,4.0,
0,26,2018-11-20 22:33,4.0,3.0,2.0,2.0,3.0,2.0,4.0,,,,,,,2018-11-20,4.0,2018-11-21 9:16,9.0,4.0,4.0,4.0,
0,26,2018-11-21 22:03,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,2018-11-21,5.0,2018-11-22 11:44,0.0,1.0,3.0,4.0,
0,26,2018-11-24 1:23,3.0,3.0,2.0,3.0,2.0,2.0,3.0,,,,,,,2018-11-24,2.0,2018-11-25 8:45,6.0,4.0,2.0,2.0,
0,26,2018-11-25 21:37,4.0,4.0,2.0,4.0,2.0,3.0,4.0,,,,,soju,2.0,2018-11-25,2.0,2018-11-26 9:50,2.0,4.0,2.0,2.0,
0,26,2018-11-26 22:44,4.0,2.0,2.0,4.0,2.0,2.0,2.0,,,,,,,2018-11-26,3.0,2018-11-27 10:27,5.0,4.0,3.0,3.0,
0,27,2018-11-15 22:33,1.0,1.0,2.0,4.0,1.0,2.0,4.0,,,,,,,2018-11-15,3.0,2018-11-16 10:40,4.0,2.0,2.0,2.0,
0,27,2018-11-16 22:43,1.0,1.0,2.0,4.0,2.0,1.0,4.0,,,,,,,2018-11-16,2.0,2018-11-17 8:55,2.0,4.0,1.0,1.0,
0,27,2018-11-17 22:34,2.0,1.0,2.0,4.0,4.0,2.0,4.0,,,coffee,1.0,,,2018-11-17,4.0,2018-11-18 11:41,0.0,2.0,3.0,3.0,
0,27,2018-11-18 23:45,1.0,1.0,2.0,4.0,4.0,3.0,4.0,,,coffee,1.0,,,2018-11-18,3.0,2018-11-19 10:37,6.0,2.0,1.0,2.0,
0,27,2018-11-19 22:44,1.0,1.0,,4.0,2.0,3.0,4.0,,,coffee,2.0,,,2018-11-19,2.0,2018-11-20 8:16,4.0,2.0,1.0,1.0,
0,27,2018-11-20 22:34,2.0,1.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-20,3.0,2018-11-21 10:25,4.0,2.0,1.0,1.0,
0,27,2018-11-21 22:37,1.0,1.0,,4.0,2.0,1.0,4.0,,,,,,,2018-11-21,2.0,2018-11-22 10:28,4.0,2.0,1.0,2.0,
0,27,2018-11-22 22:56,2.0,1.0,,4.0,2.0,2.0,4.0,,,,,,,2018-11-22,2.0,2018-11-23 10:37,6.0,4.0,1.0,1.0,
0,27,2018-11-23 23:16,1.0,1.0,1.0,4.0,2.0,2.0,4.0,,,,,,,2018-11-23,2.0,2018-11-24 10:46,6.0,2.0,1.0,1.0,
0,27,2018-11-24 23:00,4.0,1.0,1.0,4.0,4.0,3.0,4.0,,,coffee,1.0,soju&beer,2.0,2018-11-24,1.0,2018-11-25 10:10,5.0,2.0,1.0,1.0,
0,27,2018-11-25 22:34,2.0,1.0,2.0,4.0,4.0,3.0,4.0,,,coffee,1.0,,,2018-11-25,2.0,2018-11-26 10:14,6.0,2.0,1.0,1.0,
0,27,2018-11-26 22:20,1.0,1.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-26,2.0,2018-11-27 7:56,4.0,2.0,1.0,1.0,
0,27,2018-11-27 23:23,3.0,1.0,2.0,4.0,3.0,2.0,4.0,,,coffee,1.0,,,2018-11-27,2.0,2018-11-28 10:23,0.0,2.0,2.0,2.0,
0,28,2018-11-15 23:59,4.0,2.0,2.0,4.0,3.0,3.0,3.0,,,,,,,2018-11-15,3.0,2018-11-16 7:36,5.0,4.0,2.0,2.0,
0,28,2018-11-17 21:27,4.0,2.0,1.0,2.0,1.0,2.0,,caffeinated drink,1.0,,,,,2018-11-17,4.0,2018-11-18 8:52,0.0,4.0,3.0,3.0,
0,28,2018-11-18 22:55,4.0,4.0,1.0,2.0,3.0,3.0,,coffee,1.0,,,,,2018-11-18,4.0,2018-11-19 6:54,0.0,4.0,4.0,4.0,
0,28,2018-11-19 22:59,4.0,4.0,2.0,2.0,3.0,3.0,1.0,,,,,,,2018-11-19,4.0,2018-11-20 8:16,0.0,4.0,3.0,3.0,
0,28,2018-11-20 23:29,3.0,2.0,2.0,4.0,2.0,4.0,3.0,,,,,,,2018-11-20,4.0,2018-11-21 9:03,5.0,4.0,5.0,3.0,
0,28,2018-11-21 23:01,5.0,5.0,2.0,2.0,3.0,3.0,,,,,,,,2018-11-21,2.0,2018-11-22 7:43,5.0,4.0,3.0,3.0,
0,28,2018-11-22 21:13,3.0,2.0,2.0,4.0,3.0,2.0,4.0,,,,,,,2018-11-22,1.0,2018-11-23 13:29,5.0,4.0,2.0,3.0,
0,28,2018-11-23 21:38,5.0,5.0,2.0,4.0,1.0,2.0,2.0,,,,,,,2018-11-23,4.0,2018-11-24 10:11,5.0,4.0,4.0,4.0,
0,28,2018-11-24 21:17,4.0,3.0,2.0,4.0,2.0,2.0,,,,,,,,2018-11-24,4.0,2018-11-25 17:34,0.0,4.0,4.0,4.0,
0,28,2018-11-26 23:13,3.0,3.0,2.0,1.0,2.0,2.0,4.0,,,,,,,2018-11-26,4.0,2018-11-27 19:27,0.0,2.0,4.0,4.0,
0,28,2018-11-27 22:26,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2018-11-27,4.0,2018-11-28 9:15,2.0,4.0,3.0,3.0,
0,29,2018-11-16 21:40,3.0,1.0,2.0,4.0,3.0,4.0,4.0,,,coffee,1.0,,,2018-11-16,4.0,2018-11-17 15:19,9.0,3.0,1.0,2.0,
0,29,2018-11-17 23:23,3.0,1.0,2.0,4.0,4.0,3.0,4.0,,,coffee,1.0,,,2018-11-17,3.0,2018-11-18 8:34,9.0,4.0,2.0,2.0,
0,29,2018-11-20 23:29,2.0,1.0,2.0,3.0,2.0,4.0,4.0,,,coffee,1.0,,,2018-11-20,2.0,2018-11-21 9:58,5.0,4.0,1.0,1.0,
0,29,2018-11-23 21:25,3.0,2.0,2.0,4.0,2.0,4.0,4.0,,,,,,,2018-11-23,5.0,2018-11-24 22:36,0.0,2.0,2.0,2.0,
0,29,2018-11-25 22:32,3.0,3.0,2.0,4.0,3.0,2.0,4.0,coffee,1.0,,,,,2018-11-25,2.0,2018-11-26 22:14,9.0,4.0,2.0,4.0,
0,29,2018-11-26 23:15,4.0,3.0,2.0,3.0,2.0,2.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-26,4.0,2018-11-27 15:13,5.0,3.0,2.0,3.0,2.0
0,30,2018-11-15 23:23,3.0,2.0,2.0,4.0,1.0,3.0,4.0,,,coffee,1.0,,,2018-11-15,3.0,2018-11-16 10:13,0.0,4.0,3.0,2.0,
0,30,2018-11-16 22:26,3.0,2.0,1.0,3.0,3.0,1.0,1.0,,,,,,,2018-11-16,3.0,2018-11-17 8:25,2.0,4.0,2.0,2.0,
0,30,2018-11-17 21:26,4.0,3.0,1.0,3.0,3.0,2.0,4.0,,,,,,,2018-11-17,3.0,2018-11-18 9:03,0.0,4.0,3.0,3.0,
0,30,2018-11-18 22:55,4.0,4.0,1.0,3.0,3.0,3.0,4.0,,,,,,,2018-11-18,4.0,2018-11-19 22:25,0.0,4.0,4.0,4.0,
0,30,2018-11-20 22:49,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2018-11-20,2.0,2018-11-21 9:32,0.0,4.0,2.0,3.0,
0,30,2018-11-22 22:17,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2018-11-22,3.0,2018-11-23 10:24,0.0,4.0,2.0,3.0,
0,30,2018-11-23 23:31,3.0,2.0,1.0,2.0,2.0,3.0,4.0,,,,,,,2018-11-23,3.0,2018-11-24 12:10,0.0,4.0,3.0,3.0,
0,30,2018-11-24 22:45,3.0,2.0,1.0,4.0,1.0,3.0,,,,,,,,2018-11-24,2.0,2018-11-25 13:54,1.0,4.0,2.0,2.0,
